epsilon = 0.3
learning_rate = 0.05
discount_rate = 0.99
lambda = 0.5

T = 0.1
step,SARSA,Q_learning,double_Q_learning,QV_learning,std_SARSA,std_Q,std_double_Q,std_QV
471,20,32,21,4,0,0,0,0
472,31,8,7,12,0,0,0,0
473,230,21,10,13,0,0,0,0
474,24,11,4,19,0,0,0,0
475,5,13,11,17,0,0,0,0
476,32,11,15,22,0,0,0,0
477,23,20,9,20,0,0,0,0
478,2954,20,16,12,0,0,0,0
479,35,11,14,15,0,0,0,0
480,18,12,9,20,0,0,0,0
481,50,15,16,18,0,0,0,0
482,33,11,13,15,0,0,0,0
483,30,17,10,11,0,0,0,0
484,21,14,57,17,0,0,0,0
485,32,11,15,10,0,0,0,0
486,25,16,12,10,0,0,0,0
487,17,10,37,17,0,0,0,0
488,46,14,16,19,0,0,0,0
489,38,12,370,11,0,0,0,0
490,38,20,5,11,0,0,0,0
491,10,12,16,16,0,0,0,0
492,34,84,9,15,0,0,0,0
493,133,13,24,2,0,0,0,0
494,28,21,11,19,0,0,0,0
495,9,26,10,20,0,0,0,0
496,35,10,110,15,0,0,0,0
497,37,15,211,21,0,0,0,0
498,15,21,13,19,0,0,0,0
499,421,17,9,10,0,0,0,0
500,14,24,13,16,0,0,0,0
501,19,13,20,19,0,0,0,0
502,21,17,11,16,0,0,0,0
503,129,11,19,21,0,0,0,0
504,17,13,18,11,0,0,0,0
505,18,19,8,7,0,0,0,0
506,15,11,10,10,0,0,0,0
507,56,23,9,20,0,0,0,0
508,14,20,14,18,0,0,0,0
509,32,10,34,13,0,0,0,0
510,24,10,13,10,0,0,0,0
511,18,15,30,20,0,0,0,0
512,15,12,14,19,0,0,0,0
513,30,7,11,12,0,0,0,0
514,54,9,10,19,0,0,0,0
515,57,4,12,8,0,0,0,0
516,19,12,7,11,0,0,0,0
517,2,19,43,11,0,0,0,0
518,35,125,10,16,0,0,0,0
519,6,13,16,9,0,0,0,0
520,14,26,9,19,0,0,0,0
521,9,24,373,9,0,0,0,0
522,14,20,17,21,0,0,0,0
523,335,9,55,13,0,0,0,0
524,17,11,9,9,0,0,0,0
525,19,11,6,19,0,0,0,0
526,35,10,14,19,0,0,0,0
527,49,21,66,11,0,0,0,0
528,41,10,16,13,0,0,0,0
529,14,21,9,21,0,0,0,0
530,13,6,11,18,0,0,0,0
531,3,21,15,23,0,0,0,0
532,19,9,9,14,0,0,0,0
533,14,10,19,17,0,0,0,0
534,16,11,83,10,0,0,0,0
535,15,20,8,14,0,0,0,0
536,38,14,7,11,0,0,0,0
537,24,21,16,21,0,0,0,0
538,12,11,79,12,0,0,0,0
539,14,19,10,12,0,0,0,0
540,17,21,15,7,0,0,0,0
541,35,9,11,20,0,0,0,0
542,36,13,52,12,0,0,0,0
543,29,13,16,20,0,0,0,0
544,14,14,14,10,0,0,0,0
545,5,3,10,14,0,0,0,0
546,30,27,16,2,0,0,0,0
547,9,25,11,16,0,0,0,0
548,18,8,9,14,0,0,0,0
549,37,18,17,11,0,0,0,0
550,42,16,16,16,0,0,0,0
551,16,11,22,17,0,0,0,0
552,71,20,14,18,0,0,0,0
553,27,20,10,11,0,0,0,0
554,18,21,13,2,0,0,0,0
555,14,29,11,15,0,0,0,0
556,8,19,18,12,0,0,0,0
557,31,10,14,20,0,0,0,0
558,2,14,12,11,0,0,0,0
559,17,7,10,18,0,0,0,0
560,18,21,13,12,0,0,0,0
561,48,4,15,18,0,0,0,0
562,4,15,7,20,0,0,0,0
563,11,8,22,7,0,0,0,0
564,18,12,16,19,0,0,0,0
565,79,10,14,14,0,0,0,0
566,35,19,12,21,0,0,0,0
567,8,11,12,11,0,0,0,0
568,16,20,9,10,0,0,0,0
569,30,18,77,10,0,0,0,0
570,232,11,17,12,0,0,0,0
571,57,13,9,21,0,0,0,0
572,6,18,74,13,0,0,0,0
573,78,10,12,10,0,0,0,0
574,12,18,17,9,0,0,0,0
575,27,20,2,11,0,0,0,0
576,52,10,18,10,0,0,0,0
577,847,14,2,7,0,0,0,0
578,11,9,2,10,0,0,0,0
579,613,17,36,22,0,0,0,0
580,22,7,13,21,0,0,0,0
581,28,21,16,19,0,0,0,0
582,30,10,9,7,0,0,0,0
583,11,16,15,10,0,0,0,0
584,14,21,12,16,0,0,0,0
585,34,21,141,18,0,0,0,0
586,13,12,9,12,0,0,0,0
587,66,18,167,11,0,0,0,0
588,20,12,12,19,0,0,0,0
589,32,11,24,11,0,0,0,0
590,23,15,25,20,0,0,0,0
591,35,18,20,19,0,0,0,0
592,9,10,19,21,0,0,0,0
593,18,9,50,20,0,0,0,0
594,80,17,13,12,0,0,0,0
595,11,18,9,13,0,0,0,0
596,46,15,9,21,0,0,0,0
597,43,8,9,8,0,0,0,0
598,40,6,12,16,0,0,0,0
599,241,16,39,18,0,0,0,0
600,106,11,16,14,0,0,0,0
601,51,9,8,3,0,0,0,0
602,15,17,20,12,0,0,0,0
603,9,10,16,11,0,0,0,0
604,25,12,20,6,0,0,0,0
605,16,18,9,8,0,0,0,0
606,18,10,21,9,0,0,0,0
607,45,9,6,12,0,0,0,0
608,23,10,6,18,0,0,0,0
609,35,12,3,19,0,0,0,0
610,42,19,10,13,0,0,0,0
611,26,10,9,15,0,0,0,0
612,21,10,13,10,0,0,0,0
613,10,20,8,20,0,0,0,0
614,16,21,18,21,0,0,0,0
615,33,16,16,11,0,0,0,0
616,13,16,23,8,0,0,0,0
617,15,21,19,14,0,0,0,0
618,15,14,10,20,0,0,0,0
619,15,10,15,11,0,0,0,0
620,25,6,23,11,0,0,0,0
621,17,9,19,20,0,0,0,0
622,32,10,63,9,0,0,0,0
623,5,10,14,15,0,0,0,0
